9.8,9
11.0,9
14.7,13
15.0,10
14.3,19
11.5,18
13.1,10
12.3,7
15.3,14
14.0,8
16.4,10
14.3,11
13.1,5
10.2,9
11.7,8
14.9,9
12.1,9
12.4,14
11.0,13
10.0,8
12.9,8
13.5,6
15.3,7
16.0,7
12.8,6
14.5,7
13.8,8
14.8,12
11.9,10
12.6,9
13.5,12
